"quarter","host_id","host_n_listings_q","host_first_month_increment","host_increment_missing_n","host_increment_negative_n","host_inside_first_month_ltm","host_first_month_ltm_missing_n","host_scraped_ltm_count_unique_n","host_scraped_ltm_count","host_scraped_ltm_sum_unique_n","host_scraped_ltm_rating_sum","host_first_month_increment_match","host_first_month_increment_match_nonnegative","host_first_month_ltm_match","host_first_month_increment_match_rating_sum"
"Q224","8712217",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","8736641",1,4,0,0,20,0,1,168,1,809,FALSE,FALSE,FALSE,FALSE
"Q224","874471",1,0,0,0,31,0,1,31,1,151,FALSE,FALSE,TRUE,FALSE
"Q224","875439",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q224","87546977",1,0,0,0,14,0,1,15,1,71,FALSE,FALSE,FALSE,FALSE
"Q224","8758237",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","87612379",1,4,0,0,35,0,1,36,1,176,FALSE,FALSE,FALSE,FALSE
"Q224","87639559",8,0,0,0,43,0,1,74,1,342,FALSE,FALSE,FALSE,FALSE
"Q224","8792814",3,0,0,0,34,0,1,68,1,316,FALSE,FALSE,FALSE,FALSE
"Q224","87983379",2,0,0,0,52,0,1,53,1,260,FALSE,FALSE,FALSE,FALSE
"Q224","8800532",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","88111418",2,0,0,0,12,0,1,14,1,57,FALSE,FALSE,FALSE,FALSE
"Q224","8811222",1,0,0,0,33,0,1,36,1,167,FALSE,FALSE,FALSE,FALSE
"Q224","88326021",1,0,0,0,2,0,1,2,1,9,FALSE,FALSE,TRUE,FALSE
"Q224","88326292",4,0,0,0,25,0,1,25,1,115,FALSE,FALSE,TRUE,FALSE
"Q224","8833885",1,5,0,0,65,0,1,66,1,326,FALSE,FALSE,FALSE,FALSE
"Q224","8835180",1,1,0,0,2,0,1,3,1,15,FALSE,FALSE,FALSE,FALSE
"Q224","88352949",2,0,0,0,10,0,1,13,1,65,FALSE,FALSE,FALSE,FALSE
"Q224","8838470",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","88450280",1,1,0,0,1,0,1,3,1,13,FALSE,FALSE,FALSE,FALSE
"Q224","88465311",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","8852676",1,0,0,0,21,0,1,22,1,106,FALSE,FALSE,FALSE,FALSE
"Q224","88566861",1,5,0,0,64,0,1,6580,1,30799,FALSE,FALSE,FALSE,FALSE
"Q224","8857591",2,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q224","88657097",1,2,0,0,35,0,1,36,1,164,FALSE,FALSE,FALSE,FALSE
"Q224","88927588",1,0,0,0,13,0,1,13,1,64,FALSE,FALSE,TRUE,FALSE
"Q224","88945872",1,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q224","8896489",1,1,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","8898944",1,0,0,0,16,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","890215",3,0,0,0,78,0,1,98,1,475,FALSE,FALSE,FALSE,FALSE
"Q224","89022528",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","8902883",1,0,0,0,2,0,1,2,1,9,FALSE,FALSE,TRUE,FALSE
"Q224","89188080",1,1,0,0,35,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","8925763",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q224","892811",1,0,0,0,12,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","89361094",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","89372393",1,1,0,0,8,0,1,8,1,39,FALSE,FALSE,TRUE,FALSE
"Q224","89594887",1,0,0,0,27,0,1,28,1,139,FALSE,FALSE,FALSE,FALSE
"Q224","8961407",1,1,0,0,6,0,1,13,1,61,FALSE,FALSE,FALSE,FALSE
"Q224","8978839",1,0,0,0,27,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","899579",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q224","8997485",2,1,0,0,73,0,1,109,1,514,FALSE,FALSE,FALSE,FALSE
"Q224","90117794",1,0,0,0,26,0,1,39,1,190,FALSE,FALSE,FALSE,FALSE
"Q224","9013566",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","90153911",2,0,0,0,16,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","90219307",1,0,0,0,17,0,1,17,1,80,FALSE,FALSE,TRUE,FALSE
"Q224","9040879",1,0,0,0,9,0,1,356,1,1725,FALSE,FALSE,FALSE,FALSE
"Q224","90463984",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","9049657",1,0,0,0,10,0,1,11,1,51,FALSE,FALSE,FALSE,FALSE
"Q224","9052422",1,1,0,0,8,0,1,10,1,48,FALSE,FALSE,FALSE,FALSE
"Q224","9053036",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","9057251",1,0,0,0,12,0,1,13,1,65,FALSE,FALSE,FALSE,FALSE
"Q224","90632607",1,0,0,0,1,0,1,1,1,3,FALSE,FALSE,TRUE,FALSE
"Q224","90655016",1,0,0,0,26,0,1,26,1,127,FALSE,FALSE,TRUE,FALSE
"Q224","90797353",1,1,0,0,20,0,1,39,1,187,FALSE,FALSE,FALSE,FALSE
"Q224","91076684",1,1,0,0,65,0,1,69,1,343,FALSE,FALSE,FALSE,FALSE
"Q224","9107715",1,0,0,0,9,0,1,9,1,41,FALSE,FALSE,TRUE,FALSE
"Q224","9122037",1,0,0,0,1,0,1,10,1,50,FALSE,FALSE,FALSE,FALSE
"Q224","91380044",1,0,0,0,2,0,1,6,1,29,FALSE,FALSE,FALSE,FALSE
"Q224","91436483",1,0,0,0,8,0,1,9,1,44,FALSE,FALSE,FALSE,FALSE
"Q224","91466201",1,1,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q224","91571876",4,0,0,0,38,0,1,37,1,181,FALSE,FALSE,FALSE,FALSE
"Q224","91645690",1,0,0,0,1,0,1,6,1,30,FALSE,FALSE,FALSE,FALSE
"Q224","91744364",1,0,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q224","91783661",1,1,0,0,24,0,1,26,1,122,FALSE,FALSE,FALSE,FALSE
"Q224","91806581",2,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","91851098",2,5,0,0,14,0,1,10,1,50,FALSE,FALSE,FALSE,FALSE
"Q224","9197647",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","9209820",2,0,0,0,5,0,1,5,1,24,FALSE,FALSE,TRUE,FALSE
"Q224","92168817",1,0,0,0,14,0,1,14,1,70,FALSE,FALSE,TRUE,FALSE
"Q224","922478",1,0,0,0,2,0,1,3,1,15,FALSE,FALSE,FALSE,FALSE
"Q224","92321381",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","9243105",1,9,0,0,75,0,1,74,1,350,FALSE,FALSE,FALSE,FALSE
"Q224","9246334",1,0,0,0,5,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","92523072",1,0,0,0,9,0,1,9,1,43,FALSE,FALSE,TRUE,FALSE
"Q224","92588965",1,0,0,0,11,0,1,26,1,125,FALSE,FALSE,FALSE,FALSE
"Q224","9273561",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q224","92788",1,0,0,0,20,0,1,22,1,109,FALSE,FALSE,FALSE,FALSE
"Q224","92814116",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q224","9285314",2,4,0,0,49,0,1,50,1,243,FALSE,FALSE,FALSE,FALSE
"Q224","9293730",28,9,0,0,91,0,1,140,1,686,FALSE,FALSE,FALSE,FALSE
"Q224","9317567",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","93231383",1,1,0,0,46,0,1,61,1,300,FALSE,FALSE,FALSE,FALSE
"Q224","93335548",1,0,0,0,5,0,1,6,1,26,FALSE,FALSE,FALSE,FALSE
"Q224","9339818",1,0,0,0,1,0,1,1,1,2,FALSE,FALSE,TRUE,FALSE
"Q224","9350960",1,3,0,0,40,0,1,40,1,199,FALSE,FALSE,TRUE,FALSE
"Q224","93526944",1,0,0,0,13,0,1,14,1,69,FALSE,FALSE,FALSE,FALSE
"Q224","93752700",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","9388460",1,0,0,0,16,0,1,17,1,71,FALSE,FALSE,FALSE,FALSE
"Q224","93918222",1,0,0,0,3,0,1,18,1,88,FALSE,FALSE,FALSE,FALSE
"Q224","94048062",1,0,0,0,36,0,1,37,1,185,FALSE,FALSE,FALSE,FALSE
"Q224","941998",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","9420221",1,0,0,0,6,0,1,12,1,60,FALSE,FALSE,FALSE,FALSE
"Q224","9427289",1,0,0,0,3,0,1,4,1,20,FALSE,FALSE,FALSE,FALSE
"Q224","9428817",1,0,0,0,9,0,1,9,1,41,FALSE,FALSE,TRUE,FALSE
"Q224","9442045",1,1,0,0,38,0,1,38,1,187,FALSE,FALSE,TRUE,FALSE
"Q224","94543144",1,0,0,0,17,0,1,18,1,86,FALSE,FALSE,FALSE,FALSE
"Q224","9460898",1,4,0,0,45,0,1,45,1,221,FALSE,FALSE,TRUE,FALSE
"Q224","947248",1,1,0,0,13,0,1,12,1,60,FALSE,FALSE,FALSE,FALSE
"Q224","9484127",1,0,0,0,2,0,1,6,1,30,FALSE,FALSE,FALSE,FALSE
"Q224","9520475",1,0,0,0,20,0,1,20,1,96,FALSE,FALSE,TRUE,FALSE
"Q224","95303084",9,2,0,0,240,0,1,246,1,1202,FALSE,FALSE,FALSE,FALSE
"Q224","9538192",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q224","9553670",4,0,0,0,44,0,1,44,1,218,FALSE,FALSE,TRUE,FALSE
"Q224","95766078",1,0,0,0,2,0,1,2,1,8,FALSE,FALSE,TRUE,FALSE
"Q224","95999344",1,0,0,0,44,0,1,45,1,219,FALSE,FALSE,FALSE,FALSE
"Q224","96219565",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q224","96311058",1,0,0,0,20,0,1,21,1,105,FALSE,FALSE,FALSE,FALSE
"Q224","96361528",1,0,0,0,3,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q224","965061",1,0,0,0,2,0,1,11,1,55,FALSE,FALSE,FALSE,FALSE
"Q224","966806",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q224","96741258",1,0,0,0,2,0,1,9,1,44,FALSE,FALSE,FALSE,FALSE
"Q224","9709235",1,0,0,0,19,0,1,19,1,87,FALSE,FALSE,TRUE,FALSE
"Q224","97106009",1,0,0,0,2,0,1,30,1,136,FALSE,FALSE,FALSE,FALSE
"Q224","97127885",2,0,0,0,6,0,1,2,1,10,FALSE,FALSE,FALSE,FALSE
"Q224","97148702",1,1,0,0,28,0,1,29,1,144,FALSE,FALSE,FALSE,FALSE
"Q224","9727058",1,0,0,0,7,0,1,8,1,39,FALSE,FALSE,FALSE,FALSE
"Q224","97402944",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","9743617",4,6,0,0,79,0,1,127,1,582,FALSE,FALSE,FALSE,FALSE
"Q224","975030",1,0,0,0,11,0,1,12,1,56,FALSE,FALSE,FALSE,FALSE
"Q224","9750462",1,1,0,0,11,0,1,11,1,54,FALSE,FALSE,TRUE,FALSE
"Q224","9757948",1,1,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q224","9777215",3,1,0,0,14,0,1,14,1,67,FALSE,FALSE,TRUE,FALSE
"Q224","9791461",1,0,0,0,6,0,1,6,1,30,FALSE,FALSE,TRUE,FALSE
"Q224","9856784",1,0,0,0,15,0,1,15,1,75,FALSE,FALSE,TRUE,FALSE
"Q224","9864136",1,0,0,0,2,0,1,3,1,13,FALSE,FALSE,FALSE,FALSE
"Q224","9878956",1,0,0,0,4,0,1,106,1,511,FALSE,FALSE,FALSE,FALSE
"Q224","98828133",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q224","9892520",1,2,0,0,64,0,1,106,1,506,FALSE,FALSE,FALSE,FALSE
"Q224","9904977",1,0,0,0,28,0,1,28,1,140,FALSE,FALSE,TRUE,FALSE
"Q224","99216670",1,1,0,0,23,0,1,25,1,116,FALSE,FALSE,FALSE,FALSE
"Q224","9941315",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q224","9959323",1,0,0,0,24,0,1,30,1,145,FALSE,FALSE,FALSE,FALSE
"Q224","9962257",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q224","99634835",1,1,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q224","99683151",2,2,0,0,7,0,1,6,1,30,FALSE,FALSE,FALSE,FALSE
"Q224","997540",1,0,0,0,1,0,1,1,1,1,FALSE,FALSE,TRUE,FALSE
"Q224","99941956",1,1,0,0,12,0,1,23,1,113,FALSE,FALSE,FALSE,FALSE
"Q224","9995094",1,1,0,0,17,0,1,18,1,88,FALSE,FALSE,FALSE,FALSE
"Q323","100051549",1,0,0,0,10,0,1,11,1,55,FALSE,FALSE,FALSE,FALSE
"Q323","10008086",1,6,0,0,55,0,1,54,1,252,FALSE,FALSE,FALSE,FALSE
"Q323","10012421",1,1,0,0,13,0,1,19,1,81,FALSE,FALSE,FALSE,FALSE
"Q323","1001367",1,0,0,0,2,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10015683",1,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","10017420",1,2,0,0,40,0,1,40,1,193,FALSE,FALSE,TRUE,FALSE
"Q323","1001819",1,5,0,0,55,0,1,3,1,13,FALSE,FALSE,FALSE,FALSE
"Q323","10018391",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","100202479",1,1,0,0,15,0,1,15,1,67,FALSE,FALSE,TRUE,FALSE
"Q323","100358374",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10040649",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","100497914",1,0,0,0,16,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10052540",1,0,0,0,24,0,1,24,1,120,FALSE,FALSE,TRUE,FALSE
"Q323","100657919",1,3,0,0,51,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10078038",1,0,0,0,12,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10087006",1,0,0,0,7,0,1,7,1,35,FALSE,FALSE,TRUE,FALSE
"Q323","10106740",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","10106994",1,2,0,0,12,0,1,12,1,58,FALSE,FALSE,TRUE,FALSE
"Q323","1010743",1,0,0,0,7,0,1,7,1,35,FALSE,FALSE,TRUE,FALSE
"Q323","10125456",1,2,0,0,8,0,1,8,1,35,FALSE,FALSE,TRUE,FALSE
"Q323","101267763",1,1,0,0,25,0,1,25,1,117,FALSE,FALSE,TRUE,FALSE
"Q323","1012691",1,1,0,0,25,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","101435219",2,5,0,0,56,0,1,56,1,273,FALSE,FALSE,TRUE,FALSE
"Q323","1014883",1,1,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","101533618",1,3,0,0,46,0,1,45,1,224,FALSE,FALSE,FALSE,FALSE
"Q323","10162189",1,4,0,0,32,0,1,34,1,168,FALSE,FALSE,FALSE,FALSE
"Q323","101772343",1,0,0,0,2,0,1,4,1,20,FALSE,FALSE,FALSE,FALSE
"Q323","101776118",1,9,0,0,57,0,1,59,1,293,FALSE,FALSE,FALSE,FALSE
"Q323","101883929",1,4,0,0,32,0,1,32,1,158,FALSE,FALSE,TRUE,FALSE
"Q323","10194781",8,11,0,0,209,0,1,235,1,1145,FALSE,FALSE,FALSE,FALSE
"Q323","10196579",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","101971358",1,2,0,0,11,0,1,11,1,55,FALSE,FALSE,TRUE,FALSE
"Q323","10197436",1,3,0,0,46,0,1,47,1,235,FALSE,FALSE,FALSE,FALSE
"Q323","10198498",1,1,0,0,1,0,1,1,1,5,TRUE,TRUE,TRUE,FALSE
"Q323","102015407",1,3,0,0,11,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","1020258",1,0,0,0,7,0,1,7,1,35,FALSE,FALSE,TRUE,FALSE
"Q323","102080453",1,1,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","1021060",1,1,0,0,32,0,1,34,1,169,FALSE,FALSE,FALSE,FALSE
"Q323","10212139",1,1,0,0,3,0,1,62,1,301,FALSE,FALSE,FALSE,FALSE
"Q323","10225447",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","10234050",1,0,0,0,1,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10239152",1,1,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","102415020",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10243387",1,3,0,0,28,0,1,28,1,135,FALSE,FALSE,TRUE,FALSE
"Q323","1024786",1,2,0,0,7,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","102498043",1,6,0,0,36,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","102526590",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10256663",1,4,0,0,31,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10259705",1,2,0,0,9,0,1,19,1,84,FALSE,FALSE,FALSE,FALSE
"Q323","102618751",3,3,0,0,41,0,1,41,1,189,FALSE,FALSE,TRUE,FALSE
"Q323","10263251",1,3,0,0,29,0,1,42,1,184,FALSE,FALSE,FALSE,FALSE
"Q323","102648941",1,5,0,0,49,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","102731382",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","102754726",1,1,0,0,17,0,1,17,1,74,FALSE,FALSE,TRUE,FALSE
"Q323","1028541",1,0,0,0,1,0,1,0,1,0,TRUE,TRUE,FALSE,TRUE
"Q323","10285950",1,0,0,0,2,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","102864916",1,4,0,0,17,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","103019971",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","10302140",1,0,0,0,5,0,1,5,1,24,FALSE,FALSE,TRUE,FALSE
"Q323","103349564",1,0,0,0,6,0,1,7,1,31,FALSE,FALSE,FALSE,FALSE
"Q323","1033970",8,23,0,0,219,0,1,104,1,513,FALSE,FALSE,FALSE,FALSE
"Q323","103555336",1,2,0,0,14,0,1,6,1,30,FALSE,FALSE,FALSE,FALSE
"Q323","10365281",1,1,0,0,5,0,1,5,1,23,FALSE,FALSE,TRUE,FALSE
"Q323","10367782",1,1,0,0,10,0,1,11,1,53,FALSE,FALSE,FALSE,FALSE
"Q323","103713745",1,3,0,0,35,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","103737324",1,0,0,0,15,0,1,15,1,73,FALSE,FALSE,TRUE,FALSE
"Q323","103738833",1,0,0,0,9,0,1,9,1,45,FALSE,FALSE,TRUE,FALSE
"Q323","10384087",1,0,0,0,20,0,1,20,1,98,FALSE,FALSE,TRUE,FALSE
"Q323","103841276",4,4,0,0,71,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","103909781",1,1,0,0,12,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10403367",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","104060705",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","104068811",1,0,0,0,12,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","104151293",1,0,0,0,22,0,1,22,1,110,FALSE,FALSE,TRUE,FALSE
"Q323","10416292",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","104188124",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","104277076",2,6,0,0,89,0,1,93,1,459,FALSE,FALSE,FALSE,FALSE
"Q323","10428997",1,0,0,0,4,0,1,5,1,25,FALSE,FALSE,FALSE,FALSE
"Q323","10450748",1,2,0,0,35,0,1,38,1,189,FALSE,FALSE,FALSE,FALSE
"Q323","10451389",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10457092",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","10457300",2,2,0,0,19,0,1,21,1,101,FALSE,FALSE,FALSE,FALSE
"Q323","10458139",1,1,0,0,10,0,1,10,1,48,FALSE,FALSE,TRUE,FALSE
"Q323","10463666",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","104691618",1,0,0,0,9,0,1,9,1,45,FALSE,FALSE,TRUE,FALSE
"Q323","10474877",1,0,0,0,7,0,1,7,1,31,FALSE,FALSE,TRUE,FALSE
"Q323","10476957",1,0,0,0,2,0,1,9,1,45,FALSE,FALSE,FALSE,FALSE
"Q323","104921994",1,0,0,0,5,0,1,5,1,25,FALSE,FALSE,TRUE,FALSE
"Q323","104944916",1,5,0,0,30,0,1,30,1,150,FALSE,FALSE,TRUE,FALSE
"Q323","10496",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","104967836",1,0,0,0,7,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","105048475",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10506157",1,5,0,0,13,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10512098",1,1,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","105154396",1,6,0,0,46,0,1,52,1,253,FALSE,FALSE,FALSE,FALSE
"Q323","10516325",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","105225699",1,1,0,0,22,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","105270072",1,0,0,0,5,0,1,5,1,22,FALSE,FALSE,TRUE,FALSE
"Q323","105279602",1,2,0,0,18,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","105310740",1,0,0,0,5,0,1,3,1,13,FALSE,FALSE,FALSE,FALSE
"Q323","105315535",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","10533538",1,0,0,0,1,0,1,1,1,4,FALSE,FALSE,TRUE,FALSE
"Q323","105461266",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","105465646",1,0,0,0,4,0,1,4,1,17,FALSE,FALSE,TRUE,FALSE
"Q323","10547661",1,2,0,0,48,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","105513623",1,0,0,0,3,0,1,3,1,15,FALSE,FALSE,TRUE,FALSE
"Q323","10557507",2,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","105596615",1,1,0,0,5,0,1,6,1,27,FALSE,FALSE,FALSE,FALSE
"Q323","105640471",1,0,0,0,3,0,1,3,1,14,FALSE,FALSE,TRUE,FALSE
"Q323","105642760",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","105692628",1,3,0,0,20,0,1,20,1,96,FALSE,FALSE,TRUE,FALSE
"Q323","105703386",1,0,0,0,13,0,1,0,1,0,TRUE,TRUE,FALSE,TRUE
"Q323","105717256",1,5,0,0,42,0,1,42,1,206,FALSE,FALSE,TRUE,FALSE
"Q323","10573404",1,0,0,0,3,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","105758291",1,2,0,0,22,0,1,23,1,112,FALSE,FALSE,FALSE,FALSE
"Q323","105758693",1,2,0,0,16,0,1,16,1,77,FALSE,FALSE,TRUE,FALSE
"Q323","10576263",1,0,0,0,5,0,1,5,1,24,FALSE,FALSE,TRUE,FALSE
"Q323","10577123",1,3,0,0,15,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","10594253",1,0,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","106077181",1,0,0,0,4,0,1,4,1,19,FALSE,FALSE,TRUE,FALSE
"Q323","106125",1,0,0,0,10,0,1,10,1,50,FALSE,FALSE,TRUE,FALSE
"Q323","10620037",1,0,0,0,4,0,1,5,1,24,FALSE,FALSE,FALSE,FALSE
"Q323","106265221",1,3,0,0,23,0,1,23,1,115,FALSE,FALSE,TRUE,FALSE
"Q323","106317729",1,3,0,0,37,0,1,37,1,182,FALSE,FALSE,TRUE,FALSE
"Q323","10633027",2,6,0,0,28,0,1,109,1,528,FALSE,FALSE,FALSE,FALSE
"Q323","10641733",1,0,0,0,16,0,1,16,1,74,FALSE,FALSE,TRUE,FALSE
"Q323","10643230",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10656683",1,0,0,0,4,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","106634512",1,0,0,0,15,0,1,22,1,105,FALSE,FALSE,FALSE,FALSE
"Q323","10671495",1,1,0,0,24,0,1,89,1,443,FALSE,FALSE,FALSE,FALSE
"Q323","10700780",1,1,0,0,4,0,1,4,1,20,FALSE,FALSE,TRUE,FALSE
"Q323","107090124",1,4,0,0,24,0,1,24,1,117,FALSE,FALSE,TRUE,FALSE
"Q323","10711342",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","10711933",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
"Q323","107183778",3,9,0,0,66,0,1,64,1,307,FALSE,FALSE,FALSE,FALSE
"Q323","107187341",3,8,0,0,58,0,1,58,1,281,FALSE,FALSE,TRUE,FALSE
"Q323","10721093",1,0,0,0,1,0,1,1,1,5,FALSE,FALSE,TRUE,FALSE
"Q323","107294313",1,3,0,0,24,0,1,24,1,120,FALSE,FALSE,TRUE,FALSE
"Q323","107296819",3,19,0,0,185,0,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE
"Q323","107299996",1,0,0,0,2,0,1,2,1,8,FALSE,FALSE,TRUE,FALSE
"Q323","10736629",1,0,0,0,2,0,1,2,1,10,FALSE,FALSE,TRUE,FALSE
