"quarter","host_id","host_n_listings_q","any_full","any_panel_b","any_panel_b_ex2","scraped_unique_n","scraped","inside_ex_ltm","inside_ex_missing_n","inside_first_ltm","inside_first_missing_n","inside_current_ltm","inside_current_missing_n","calc_host_listings","host_listings","host_total_listings","any_previous_scrape","diff_ex","diff_first","diff_current","abs_diff_ex","abs_diff_first","abs_diff_current","best_inside_snapshot","exact_ex","exact_first","exact_current","within1_ex","within2_ex","scraped_gt_ex","inside_gt_ex","observed_all_calc_listings","observed_lt_calc_listings","single_listing_host_q"
"Q224","874471",1,TRUE,FALSE,FALSE,1,31,35,0,31,0,27,0,1,1,1,FALSE,-4,0,4,4,0,4,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","875439",1,TRUE,FALSE,FALSE,1,3,3,0,3,0,3,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","87546977",1,TRUE,TRUE,FALSE,1,15,15,0,14,0,13,0,1,2,8,FALSE,0,1,2,0,1,2,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","8758237",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,2,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","87612379",1,TRUE,FALSE,FALSE,1,36,32,0,35,0,35,0,1,1,1,FALSE,4,1,1,4,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","87639559",8,TRUE,TRUE,FALSE,1,74,46,0,43,0,34,0,18,18,20,FALSE,28,31,40,28,31,40,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","8792814",3,TRUE,TRUE,FALSE,1,68,38,0,34,0,31,0,9,12,21,FALSE,30,34,37,30,34,37,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","87983379",2,TRUE,FALSE,FALSE,1,53,56,0,52,0,48,0,2,2,2,FALSE,-3,1,5,3,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q224","8800532",1,TRUE,TRUE,FALSE,1,1,2,0,1,0,0,0,1,1,1,FALSE,-1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","88111418",2,TRUE,TRUE,FALSE,1,14,13,0,12,0,10,0,3,3,3,FALSE,1,2,4,1,2,4,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","8811222",1,TRUE,TRUE,FALSE,1,36,38,0,33,0,30,0,1,1,2,FALSE,-2,3,6,2,3,6,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","88326021",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","88326292",4,TRUE,TRUE,FALSE,1,25,25,0,25,0,25,0,4,4,6,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Q224","8833885",1,TRUE,FALSE,FALSE,1,66,68,0,65,0,63,0,1,2,4,FALSE,-2,1,3,2,1,3,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","8835180",1,TRUE,FALSE,FALSE,1,3,2,0,2,0,2,0,1,1,1,FALSE,1,1,1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","88352949",2,TRUE,FALSE,FALSE,1,13,11,0,10,0,8,0,3,4,4,FALSE,2,3,5,2,3,5,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","8838470",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","88450280",1,TRUE,TRUE,FALSE,1,3,0,0,1,0,1,0,2,2,2,FALSE,3,2,2,3,2,2,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","88465311",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,0,0,1,2,3,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","8852676",1,TRUE,FALSE,FALSE,1,22,25,0,21,0,21,0,1,1,3,FALSE,-3,1,1,3,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","88566861",1,TRUE,TRUE,FALSE,1,6580,64,0,64,0,69,0,4,210,235,FALSE,6516,6516,6511,6516,6516,6511,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","8857591",2,TRUE,FALSE,FALSE,1,5,6,0,5,0,5,0,2,2,2,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q224","88657097",1,TRUE,TRUE,FALSE,1,36,38,0,35,0,30,0,1,1,1,FALSE,-2,1,6,2,1,6,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","88927588",1,TRUE,FALSE,FALSE,1,13,13,0,13,0,9,0,1,1,1,FALSE,0,0,4,0,0,4,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","88945872",1,TRUE,FALSE,FALSE,1,5,5,0,5,0,4,0,3,3,4,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q224","8896489",1,TRUE,FALSE,FALSE,1,2,1,0,2,0,1,0,1,1,1,FALSE,1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","8898944",1,TRUE,FALSE,FALSE,0,NA,18,0,16,0,14,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","890215",3,TRUE,FALSE,FALSE,1,98,87,0,78,0,70,0,5,6,7,FALSE,11,20,28,11,20,28,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","89022528",1,TRUE,FALSE,FALSE,1,1,1,0,1,0,1,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","8902883",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","89188080",1,TRUE,FALSE,FALSE,0,NA,36,0,35,0,32,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","8925763",1,TRUE,FALSE,FALSE,1,4,4,0,4,0,4,0,2,2,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q224","892811",1,TRUE,FALSE,FALSE,0,NA,14,0,12,0,10,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","89361094",1,TRUE,TRUE,FALSE,1,1,2,0,1,0,1,0,2,2,2,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"Q224","89372393",1,TRUE,FALSE,FALSE,1,8,7,0,8,0,8,0,1,1,1,FALSE,1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","89594887",1,TRUE,FALSE,FALSE,1,28,34,0,27,0,21,0,1,1,1,FALSE,-6,1,7,6,1,7,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","8961407",1,TRUE,FALSE,FALSE,1,13,6,0,6,0,6,0,3,3,6,FALSE,7,7,7,7,7,7,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","8978839",1,TRUE,FALSE,FALSE,0,NA,29,0,27,0,22,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","899579",1,TRUE,TRUE,FALSE,1,3,3,0,3,0,3,0,1,2,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","8997485",2,TRUE,TRUE,FALSE,1,109,83,0,73,0,66,0,4,6,9,FALSE,26,36,43,26,36,43,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","90117794",1,TRUE,FALSE,FALSE,1,39,30,0,26,0,24,0,2,2,2,FALSE,9,13,15,9,13,15,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","9013566",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","90153911",2,TRUE,TRUE,FALSE,0,NA,21,0,16,0,12,0,2,2,4,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE
"Q224","90219307",1,TRUE,TRUE,FALSE,1,17,19,0,17,0,15,0,1,1,1,FALSE,-2,0,2,2,0,2,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9040879",1,TRUE,FALSE,FALSE,1,356,9,0,9,0,9,0,2,13,13,FALSE,347,347,347,347,347,347,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","90463984",1,TRUE,FALSE,FALSE,1,2,2,0,2,0,2,0,4,4,9,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q224","9049657",1,TRUE,TRUE,FALSE,1,11,11,0,10,0,8,0,1,1,1,FALSE,0,1,3,0,1,3,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9052422",1,TRUE,FALSE,FALSE,1,10,8,0,8,0,8,0,3,3,3,FALSE,2,2,2,2,2,2,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","9053036",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9057251",1,TRUE,FALSE,FALSE,1,13,13,0,12,0,10,0,1,1,1,FALSE,0,1,3,0,1,3,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","90632607",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","90655016",1,TRUE,FALSE,FALSE,1,26,29,0,26,0,23,0,1,1,3,FALSE,-3,0,3,3,0,3,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","90797353",1,TRUE,FALSE,FALSE,1,39,19,0,20,0,18,0,1,2,2,FALSE,20,19,21,20,19,21,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","91076684",1,TRUE,FALSE,FALSE,1,69,72,0,65,0,60,0,1,2,2,FALSE,-3,4,9,3,4,9,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9107715",1,TRUE,TRUE,FALSE,1,9,9,0,9,0,9,0,2,2,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Q224","9122037",1,TRUE,TRUE,TRUE,1,10,1,0,1,0,1,0,1,3,5,FALSE,9,9,9,9,9,9,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","91380044",1,TRUE,FALSE,FALSE,1,6,2,0,2,0,2,0,1,4,4,FALSE,4,4,4,4,4,4,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","91436483",1,TRUE,FALSE,FALSE,1,9,8,0,8,0,10,0,1,1,2,FALSE,1,1,-1,1,1,1,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","91466201",1,TRUE,FALSE,FALSE,1,5,4,0,5,0,4,0,1,1,1,FALSE,1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","91571876",4,TRUE,FALSE,FALSE,1,37,43,0,38,0,36,0,9,11,17,FALSE,-6,-1,1,6,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Q224","91645690",1,TRUE,TRUE,FALSE,1,6,1,0,1,0,0,0,2,2,2,FALSE,5,5,6,5,5,6,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","91744364",1,TRUE,TRUE,FALSE,1,3,3,0,3,0,3,0,1,1,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","91783661",1,TRUE,FALSE,FALSE,1,26,26,0,24,0,17,0,1,1,1,FALSE,0,2,9,0,2,9,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","91806581",2,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,3,3,15,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Q224","91851098",2,TRUE,FALSE,FALSE,1,10,9,0,14,0,19,0,2,2,13,FALSE,1,-4,-9,1,4,9,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"Q224","9197647",1,TRUE,FALSE,FALSE,0,NA,6,0,4,0,3,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","9209820",2,TRUE,FALSE,FALSE,1,5,5,0,5,0,6,0,3,3,4,FALSE,0,0,-1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Q224","92168817",1,TRUE,TRUE,FALSE,1,14,18,0,14,0,12,0,1,1,1,FALSE,-4,0,2,4,0,2,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","922478",1,TRUE,FALSE,FALSE,1,3,3,0,2,0,2,0,1,1,4,FALSE,0,1,1,0,1,1,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","92321381",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,1,0,1,3,4,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9243105",1,TRUE,TRUE,TRUE,1,74,70,0,75,0,74,0,1,1,1,FALSE,4,-1,0,4,1,0,"current_month_ltm",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","9246334",1,TRUE,TRUE,FALSE,0,NA,5,0,5,0,2,0,1,1,7,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","92523072",1,TRUE,FALSE,FALSE,1,9,9,0,9,0,9,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","92588965",1,TRUE,FALSE,FALSE,1,26,13,0,11,0,9,0,4,4,5,FALSE,13,15,17,13,15,17,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","9273561",1,TRUE,FALSE,FALSE,1,3,3,0,3,0,2,0,1,1,3,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","92788",1,TRUE,FALSE,FALSE,1,22,22,0,20,0,17,0,1,2,5,FALSE,0,2,5,0,2,5,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","92814116",1,TRUE,TRUE,FALSE,1,4,4,0,4,0,4,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9285314",2,TRUE,TRUE,TRUE,1,50,51,0,49,0,52,0,2,2,6,FALSE,-1,1,-2,1,1,2,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q224","9293730",28,TRUE,FALSE,FALSE,1,140,92,0,91,0,90,0,44,48,60,FALSE,48,49,50,48,49,50,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Q224","9317567",1,TRUE,TRUE,TRUE,1,2,2,0,2,0,1,0,1,1,2,FALSE,0,0,1,0,0,1,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","93231383",1,TRUE,FALSE,FALSE,1,61,47,0,46,0,41,0,2,3,3,FALSE,14,15,20,14,15,20,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","93335548",1,TRUE,TRUE,FALSE,1,6,6,0,5,0,5,0,1,1,1,FALSE,0,1,1,0,1,1,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9339818",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,3,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9350960",1,TRUE,FALSE,FALSE,1,40,42,0,40,0,37,0,1,1,2,FALSE,-2,0,3,2,0,3,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","93526944",1,TRUE,FALSE,FALSE,1,14,18,0,13,0,10,0,1,1,2,FALSE,-4,1,4,4,1,4,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","93752700",1,TRUE,TRUE,FALSE,1,1,1,0,1,0,1,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9388460",1,TRUE,TRUE,FALSE,1,17,19,0,16,0,16,0,1,1,1,FALSE,-2,1,1,2,1,1,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","93918222",1,TRUE,FALSE,FALSE,1,18,8,0,3,0,2,0,1,3,3,FALSE,10,15,16,10,15,16,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","94048062",1,TRUE,FALSE,FALSE,1,37,38,0,36,0,32,0,1,1,3,FALSE,-1,1,5,1,1,5,"ex_quarter_ltm",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","941998",1,TRUE,TRUE,FALSE,1,2,3,0,2,0,1,0,1,1,3,FALSE,-1,0,1,1,0,1,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9420221",1,TRUE,FALSE,FALSE,1,12,6,0,6,0,7,0,1,3,3,FALSE,6,6,5,6,6,5,"current_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","9427289",1,TRUE,FALSE,FALSE,1,4,4,0,3,0,3,0,1,1,1,FALSE,0,1,1,0,1,1,"ex_quarter_ltm",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9428817",1,TRUE,TRUE,FALSE,1,9,11,0,9,0,7,0,1,1,1,FALSE,-2,0,2,2,0,2,"first_month_ltm",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9442045",1,TRUE,FALSE,FALSE,1,38,39,0,38,0,32,0,1,1,6,FALSE,-1,0,6,1,0,6,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","94543144",1,TRUE,FALSE,FALSE,1,18,22,0,17,0,13,0,1,1,2,FALSE,-4,1,5,4,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9460898",1,TRUE,FALSE,FALSE,1,45,45,0,45,0,45,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","947248",1,TRUE,FALSE,FALSE,1,12,12,0,13,0,12,0,1,1,2,FALSE,0,-1,0,0,1,0,"ex_quarter_ltm",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","9484127",1,TRUE,FALSE,FALSE,1,6,3,0,2,0,1,0,1,2,2,FALSE,3,4,5,3,4,5,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"Q224","9520475",1,TRUE,TRUE,FALSE,1,20,21,0,20,0,15,0,1,1,5,FALSE,-1,0,5,1,0,5,"first_month_ltm",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","95303084",9,TRUE,FALSE,FALSE,1,246,266,0,240,0,218,0,9,9,11,FALSE,-20,6,28,20,6,28,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Q224","9538192",1,TRUE,TRUE,FALSE,1,3,4,0,3,0,3,0,1,1,1,FALSE,-1,0,0,1,0,0,"first_month_ltm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","9553670",4,TRUE,FALSE,FALSE,1,44,44,0,44,0,42,0,5,5,5,FALSE,0,0,2,0,0,2,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Q224","95766078",1,TRUE,TRUE,FALSE,1,2,2,0,2,0,2,0,1,1,1,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","95999344",1,TRUE,FALSE,FALSE,1,45,49,0,44,0,40,0,1,1,7,FALSE,-4,1,5,4,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","96219565",1,TRUE,FALSE,FALSE,1,4,4,0,4,0,2,0,1,2,2,FALSE,0,0,2,0,0,2,"ex_quarter_ltm",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"Q224","96311058",1,TRUE,TRUE,FALSE,1,21,24,0,20,0,16,0,1,1,1,FALSE,-3,1,5,3,1,5,"first_month_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Q224","96361528",1,TRUE,FALSE,FALSE,0,NA,4,0,3,0,3,0,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE
"Q224","965061",1,TRUE,FALSE,FALSE,1,11,2,0,2,0,2,0,2,2,3,FALSE,9,9,9,9,9,9,"ex_quarter_ltm",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Q224","966806",1,TRUE,FALSE,FALSE,1,4,4,0,4,0,4,0,1,1,2,FALSE,0,0,0,0,0,0,"ex_quarter_ltm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
